logement,surface_m2,chauffage,ampoules,lave_linge,lave_vaisselle,four,climatisation,nb_personnes,transport_mode,transport_km_semaine,estimation_kgCO2_an
appartement,114,gaz,24,1,0,0,1,6,marche,0,544.1666666666666
maison,80,pompe à chaleur,14,1,1,0,0,5,marche,0,197.0
appartement,118,electrique,20,1,0,1,0,6,velo,155,476.1333333333333
maison,138,pompe à chaleur,22,1,0,0,1,6,marche,0,295.8333333333333
appartement,103,pompe à chaleur,16,1,0,1,0,4,voiture,199,1553.01
appartement,83,gaz,20,0,1,0,1,1,marche,0,2445.0
appartement,46,pompe à chaleur,10,0,0,1,0,4,voiture,78,634.22
maison,49,pompe à chaleur,11,1,0,0,1,3,marche,0,258.3333333333333
appartement,92,gaz,9,1,0,1,0,6,marche,0,407.5
maison,83,gaz,11,0,0,1,0,3,velo,87,760.9533333333334
appartement,69,gaz,15,0,1,1,0,6,marche,0,320.8333333333333
appartement,138,electrique,25,1,0,1,1,1,velo,114,3244.64
appartement,128,gaz,6,1,1,0,1,5,marche,0,691.0
maison,104,electrique,19,1,0,1,1,1,voiture,75,2943.0
appartement,52,pompe à chaleur,7,0,1,1,0,4,velo,136,195.36
appartement,32,pompe à chaleur,11,0,1,1,1,3,voiture,34,422.15999999999997
appartement,80,electrique,9,1,1,1,1,4,marche,0,478.75
maison,95,gaz,13,1,0,1,0,2,voiture,56,1629.44
appartement,36,electrique,7,0,1,0,0,4,velo,181,249.56
maison,125,pompe à chaleur,24,0,1,0,0,1,velo,130,1543.8
maison,53,gaz,12,1,1,0,0,3,velo,47,508.8866666666667
maison,43,pompe à chaleur,20,0,0,1,0,2,marche,0,330.0
maison,55,pompe à chaleur,18,0,0,1,0,4,marche,0,190.0
appartement,113,pompe à chaleur,8,1,0,0,1,2,voiture,139,1559.8600000000001
appartement,75,pompe à chaleur,19,0,0,0,1,5,marche,0,218.0
maison,35,electrique,12,0,1,1,0,1,velo,194,920.44
maison,147,pompe à chaleur,19,1,1,1,1,4,voiture,152,1419.73
appartement,119,gaz,13,1,0,0,1,1,marche,0,3280.0
appartement,139,gaz,16,1,0,1,0,2,marche,0,1845.0
appartement,125,electrique,5,1,1,0,0,5,voiture,159,1511.1599999999999
appartement,47,electrique,10,0,1,1,0,4,velo,26,279.26
maison,109,pompe à chaleur,18,1,1,0,1,6,velo,81,265.22666666666663
maison,101,gaz,21,1,1,1,0,2,voiture,150,2341.0
appartement,116,pompe à chaleur,23,0,1,0,1,6,marche,0,260.0
appartement,97,gaz,8,0,0,1,0,4,voiture,46,920.79
appartement,147,electrique,11,0,1,1,1,5,voiture,71,1093.04
maison,127,electrique,22,1,1,0,1,5,marche,0,591.0
maison,87,pompe à chaleur,17,0,0,1,0,5,marche,0,214.0
appartement,35,pompe à chaleur,19,1,0,1,1,6,velo,144,161.60666666666668
maison,77,gaz,10,1,0,1,1,4,voiture,136,1406.1399999999999
appartement,118,electrique,20,1,0,0,1,3,marche,0,911.6666666666666
maison,106,gaz,5,0,1,1,1,3,marche,0,966.6666666666666
appartement,117,electrique,24,1,1,1,0,2,velo,40,1337.9
maison,64,electrique,20,0,1,0,1,1,velo,82,1671.32
maison,105,electrique,9,0,1,0,0,5,marche,0,442.0
appartement,105,pompe à chaleur,16,1,0,0,0,4,voiture,98,920.27
appartement,147,electrique,9,1,0,1,1,5,marche,0,647.0
appartement,44,pompe à chaleur,5,0,0,1,0,1,marche,0,520.0
appartement,117,pompe à chaleur,24,1,1,0,1,3,marche,0,535.0
appartement,79,pompe à chaleur,12,0,1,0,1,2,velo,21,545.46
maison,76,electrique,22,1,1,1,1,2,velo,200,1034.5
appartement,30,gaz,8,1,1,1,0,2,voiture,86,989.14
maison,63,electrique,24,1,1,1,0,5,velo,100,341.0
maison,142,gaz,12,1,0,0,1,5,velo,164,811.64
maison,70,pompe à chaleur,25,0,1,1,0,6,marche,0,166.66666666666666
appartement,124,electrique,16,0,0,0,0,5,marche,0,528.0
maison,30,electrique,16,1,0,1,0,4,marche,0,203.75
maison,137,gaz,10,0,0,1,1,3,voiture,18,1347.32
maison,69,gaz,11,1,0,1,0,2,velo,199,996.74
maison,86,pompe à chaleur,17,1,0,1,1,3,voiture,188,1584.7866666666666
maison,110,pompe à chaleur,18,1,1,1,0,5,voiture,55,614.2
appartement,100,pompe à chaleur,25,0,0,1,1,5,velo,96,310.96
maison,39,pompe à chaleur,6,1,0,1,1,3,velo,59,233.67333333333335
maison,93,pompe à chaleur,25,1,1,1,0,6,voiture,136,1057.8066666666666
maison,56,electrique,22,1,0,1,1,3,velo,78,535.28
maison,137,electrique,22,1,1,0,0,5,velo,19,605.94
appartement,120,electrique,8,1,1,1,0,4,velo,192,688.67
appartement,126,electrique,7,0,1,0,0,6,voiture,121,1190.04
maison,51,electrique,20,1,0,0,0,2,marche,0,622.5
maison,61,gaz,21,1,0,0,0,4,marche,0,440.0
maison,116,pompe à chaleur,12,0,0,1,1,1,voiture,53,1790.72
appartement,32,pompe à chaleur,18,0,1,1,0,2,voiture,98,886.52
maison,133,electrique,5,0,0,0,0,1,voiture,172,3783.2799999999997
maison,67,electrique,23,1,0,0,1,6,velo,89,313.9733333333333
maison,96,electrique,13,1,1,1,0,2,marche,0,1062.5
appartement,94,gaz,14,1,1,0,0,4,voiture,63,1026.87
appartement,68,electrique,21,0,0,0,0,3,velo,176,569.0933333333334
maison,116,gaz,13,0,0,0,1,2,voiture,25,1746.0
appartement,97,electrique,20,0,0,1,1,1,marche,0,2320.0
appartement,115,pompe à chaleur,22,1,0,0,0,1,voiture,179,2511.96
maison,138,pompe à chaleur,20,0,1,1,0,4,voiture,53,738.22
appartement,55,pompe à chaleur,9,1,0,1,1,2,velo,14,426.14
maison,59,electrique,16,0,0,0,0,5,marche,0,268.0
maison,49,electrique,23,1,0,1,0,5,marche,0,253.0
appartement,78,electrique,20,0,1,0,0,1,marche,0,1780.0
appartement,133,electrique,8,0,0,1,1,4,voiture,181,1859.44
appartement,35,gaz,9,0,0,1,0,2,marche,0,497.5
maison,57,pompe à chaleur,10,0,1,0,1,3,voiture,184,1428.16
maison,84,pompe à chaleur,17,1,0,1,0,6,voiture,49,483.26
maison,73,gaz,22,0,1,0,1,3,velo,87,760.9533333333334
maison,75,gaz,17,1,1,0,0,5,velo,164,460.64
maison,123,pompe à chaleur,9,0,0,0,0,1,marche,0,1320.0
appartement,64,pompe à chaleur,13,1,0,1,1,5,marche,0,195.0
maison,90,gaz,24,0,1,0,1,4,marche,0,665.0
maison,136,electrique,24,0,1,0,1,5,marche,0,626.0
appartement,91,gaz,23,0,1,0,0,2,voiture,76,1736.74
appartement,49,pompe à chaleur,10,0,1,1,1,1,voiture,93,1370.3200000000002
appartement,107,pompe à chaleur,14,0,0,1,0,2,marche,0,620.0
appartement,47,pompe à chaleur,5,0,0,1,0,6,velo,71,110.12666666666667
appartement,150,pompe à chaleur,15,1,1,1,0,4,voiture,121,1186.29
maison,42,gaz,6,1,1,1,0,2,marche,0,592.5
maison,34,pompe à chaleur,8,1,1,1,0,4,voiture,136,972.39
appartement,132,gaz,6,1,1,1,0,4,marche,0,858.75
appartement,95,gaz,22,0,0,1,0,6,marche,0,437.5
maison,107,pompe à chaleur,14,1,1,1,0,2,velo,167,685.92
maison,136,pompe à chaleur,20,1,1,0,1,6,voiture,89,847.86
maison,118,pompe à chaleur,16,0,1,1,1,1,marche,0,1540.0
maison,92,electrique,19,1,0,0,0,2,marche,0,1027.5
appartement,128,electrique,24,0,0,0,0,2,velo,153,1439.78
appartement,70,pompe à chaleur,16,1,0,1,1,4,voiture,18,378.57
appartement,100,electrique,10,1,1,0,1,3,voiture,93,1345.3200000000002
appartement,112,electrique,19,0,0,1,1,6,velo,11,437.86
appartement,65,electrique,16,0,0,0,1,4,voiture,112,1101.38
maison,85,pompe à chaleur,21,0,0,0,1,1,velo,113,1239.38
maison,62,gaz,25,1,0,1,1,4,velo,101,527.51
appartement,99,electrique,7,0,1,0,1,5,marche,0,444.0
maison,133,pompe à chaleur,14,0,1,1,0,5,marche,0,304.0
maison,140,pompe à chaleur,14,1,1,0,1,6,marche,0,289.1666666666667
maison,122,electrique,11,1,1,0,0,4,marche,0,648.75
appartement,62,pompe à chaleur,18,1,1,0,0,1,voiture,136,1693.6399999999999
maison,148,electrique,25,1,1,0,1,2,velo,189,1751.64
maison,54,pompe à chaleur,25,0,1,1,1,1,voiture,169,2044.56
maison,72,pompe à chaleur,17,1,1,1,1,3,voiture,93,951.9866666666667
maison,36,pompe à chaleur,5,0,0,1,0,6,velo,48,85.81333333333333
appartement,46,gaz,8,1,1,1,1,3,velo,19,489.94
maison,50,pompe à chaleur,20,0,1,0,1,1,marche,0,870.0
maison,122,pompe à chaleur,8,1,1,0,1,3,velo,129,531.8733333333333
appartement,146,pompe à chaleur,9,0,0,1,0,6,marche,0,263.3333333333333
appartement,119,gaz,22,1,0,1,1,1,voiture,90,3961.6
maison,33,pompe à chaleur,14,0,1,0,0,4,voiture,98,734.02
maison,44,pompe à chaleur,6,1,1,0,0,2,marche,0,272.5
maison,46,gaz,21,1,0,1,1,4,voiture,21,522.29
maison,101,electrique,19,0,0,0,1,4,voiture,135,1432.4
maison,115,pompe à chaleur,6,1,1,0,1,2,marche,0,702.5
maison,124,pompe à chaleur,14,0,1,1,0,1,voiture,171,2497.04
appartement,58,pompe à chaleur,16,0,0,1,0,5,velo,11,156.86
appartement,64,gaz,24,1,0,1,0,4,voiture,168,1522.07
appartement,31,gaz,10,1,1,0,1,6,velo,70,196.53333333333333
appartement,46,pompe à chaleur,10,1,1,0,1,4,voiture,184,1336.91
maison,79,gaz,13,0,0,0,1,4,voiture,121,1318.79
appartement,61,gaz,9,1,1,0,1,5,marche,0,362.0
maison,80,pompe à chaleur,19,1,0,0,1,1,marche,0,1165.0
appartement,35,electrique,21,1,1,0,1,4,voiture,107,943.93
maison,100,electrique,7,1,0,0,1,5,velo,147,487.22
appartement,83,pompe à chaleur,16,1,1,1,1,6,voiture,138,1063.62
maison,56,electrique,14,0,1,0,1,4,voiture,173,1437.02
maison,39,pompe à chaleur,9,1,1,1,1,4,marche,0,176.25
appartement,148,electrique,20,1,0,1,0,4,voiture,191,1995.59
maison,138,pompe à chaleur,13,0,0,0,1,2,velo,128,863.28
maison,116,gaz,19,0,1,0,1,6,velo,68,561.0133333333333
appartement,38,electrique,15,1,1,0,0,4,voiture,41,494.59000000000003
appartement,53,pompe à chaleur,7,1,0,1,0,5,velo,16,135.16
maison,84,pompe à chaleur,17,0,1,1,1,6,voiture,121,956.7066666666666
appartement,120,electrique,10,0,1,0,1,6,voiture,155,1412.2
maison,137,pompe à chaleur,22,1,1,0,1,2,marche,0,892.5
maison,87,electrique,9,1,0,1,0,3,voiture,66,1040.1733333333334
maison,134,electrique,18,1,0,0,0,2,velo,166,1485.66
maison,37,pompe à chaleur,8,1,1,1,1,6,velo,185,160.6
maison,67,pompe à chaleur,23,0,0,1,1,6,voiture,99,797.76
appartement,45,electrique,18,0,0,1,0,3,velo,155,410.3
appartement,74,gaz,14,0,1,1,0,3,voiture,195,1896.8
maison,99,electrique,7,1,1,1,1,1,velo,20,2280.2
appartement,44,electrique,25,0,0,0,1,4,marche,0,320.0
appartement,69,pompe à chaleur,25,0,1,0,1,5,voiture,30,409.2
maison,71,pompe à chaleur,19,1,1,0,0,5,velo,71,207.46
appartement,77,gaz,6,1,0,1,0,4,velo,100,536.0
appartement,34,electrique,9,0,0,0,0,4,marche,0,192.5
appartement,121,pompe à chaleur,24,1,0,1,1,4,marche,0,413.75
appartement,124,pompe à chaleur,10,0,1,0,1,1,voiture,83,2027.92
maison,46,electrique,10,1,0,1,1,4,voiture,23,449.77
appartement,105,electrique,15,0,0,1,0,5,voiture,45,736.8
appartement,34,gaz,7,1,1,0,1,1,marche,0,1115.0
appartement,58,electrique,23,0,1,0,1,2,marche,0,780.0
maison,146,gaz,23,1,0,0,1,6,marche,0,675.8333333333334
appartement,30,gaz,19,1,1,0,1,2,velo,164,610.14
appartement,121,gaz,25,1,0,1,1,5,velo,191,745.66
appartement,59,gaz,15,1,0,1,0,2,voiture,152,1788.48
appartement,49,electrique,13,1,1,1,1,2,velo,124,699.74
appartement,57,pompe à chaleur,17,0,1,1,1,4,velo,189,284.14
appartement,123,pompe à chaleur,10,1,0,0,1,1,marche,0,1505.0
maison,71,gaz,24,0,0,1,1,4,velo,194,599.19
appartement,84,pompe à chaleur,7,0,1,0,1,2,marche,0,540.0
maison,98,gaz,20,0,0,0,1,3,marche,0,933.3333333333334
appartement,112,gaz,20,1,0,1,1,5,voiture,42,903.0799999999999
appartement,53,electrique,17,0,0,1,1,5,marche,0,282.0
appartement,31,gaz,20,0,0,1,0,5,velo,108,229.07999999999998
maison,85,gaz,11,0,0,1,0,1,voiture,183,3406.92
maison,134,gaz,22,0,0,0,1,3,marche,0,1240.0
appartement,114,electrique,5,1,1,0,0,2,velo,153,1227.28
appartement,120,gaz,8,1,1,1,0,5,marche,0,631.0
maison,36,electrique,22,1,0,1,0,6,marche,0,165.83333333333334
maison,130,gaz,11,1,0,0,1,1,velo,72,3553.72
appartement,47,gaz,12,0,1,1,1,1,marche,0,1495.0
appartement,96,pompe à chaleur,15,0,1,1,1,4,velo,78,347.78
maison,72,electrique,15,1,1,0,0,1,voiture,99,2252.76
appartement,46,pompe à chaleur,8,1,0,1,1,3,velo,123,280.31333333333333
maison,143,gaz,17,1,0,1,0,6,marche,0,633.3333333333334
maison,41,gaz,25,1,1,0,1,3,voiture,75,958.0
maison,80,gaz,19,1,0,1,0,3,velo,77,768.3533333333334
appartement,85,pompe à chaleur,21,0,0,1,0,1,velo,142,1126.92
maison,50,pompe à chaleur,22,0,1,1,1,1,velo,187,968.62
appartement,97,electrique,12,0,1,0,1,5,voiture,72,895.28
maison,144,gaz,19,1,0,1,0,1,voiture,18,3957.32
appartement,128,electrique,18,0,0,1,0,6,voiture,65,867.2666666666667
appartement,144,electrique,23,0,0,0,1,2,velo,96,1654.96
maison,123,pompe à chaleur,18,1,1,0,0,2,marche,0,727.5
maison,133,gaz,13,1,0,0,1,1,voiture,49,3935.76
maison,115,pompe à chaleur,8,1,1,1,1,2,voiture,27,895.98
maison,137,electrique,22,1,0,0,0,5,voiture,20,721.8
appartement,88,gaz,14,0,1,1,1,3,velo,39,856.8066666666666
maison,38,gaz,21,0,1,1,1,3,marche,0,453.3333333333333
maison,133,electrique,20,0,1,1,0,3,voiture,102,1606.48
appartement,73,pompe à chaleur,12,0,0,1,1,5,velo,67,223.42000000000002
maison,54,gaz,25,0,1,1,0,2,voiture,149,1754.76
maison,74,electrique,18,0,0,1,0,1,voiture,98,2301.52
maison,135,electrique,17,1,0,0,1,1,voiture,30,3232.2
appartement,65,gaz,19,1,0,1,1,6,marche,0,336.6666666666667
appartement,79,electrique,25,0,1,1,0,6,voiture,46,600.3733333333333
appartement,122,gaz,10,1,0,1,1,6,voiture,28,733.8866666666667
appartement,141,gaz,16,1,0,0,1,4,velo,80,985.8
appartement,40,pompe à chaleur,17,0,0,1,1,1,marche,0,750.0
maison,87,gaz,25,0,1,1,1,2,marche,0,1312.5
appartement,31,gaz,14,1,1,0,0,1,marche,0,960.0
maison,146,electrique,6,1,1,0,0,4,marche,0,756.25
maison,104,electrique,20,1,1,0,1,4,velo,165,661.65
appartement,56,gaz,16,1,1,0,1,6,marche,0,292.5
maison,100,pompe à chaleur,16,1,1,1,0,4,velo,149,347.49
appartement,72,electrique,23,0,1,1,1,1,velo,90,1893.4
appartement,124,pompe à chaleur,24,1,1,0,1,1,marche,0,1675.0
maison,77,gaz,16,0,0,1,0,6,marche,0,352.5
maison,108,gaz,20,1,1,1,1,6,velo,198,572.3133333333334
appartement,70,electrique,25,0,0,1,0,2,marche,0,840.0
maison,85,pompe à chaleur,8,1,1,1,0,6,velo,108,195.57999999999998
maison,150,electrique,13,0,1,0,1,4,voiture,102,1461.48
maison,144,gaz,14,0,0,1,0,4,marche,0,942.5
appartement,145,pompe à chaleur,22,1,1,0,0,3,velo,172,616.3866666666667
appartement,97,gaz,22,0,0,0,1,5,voiture,76,1033.24
appartement,90,gaz,16,1,1,1,0,4,voiture,51,939.49
maison,55,electrique,22,1,1,0,0,5,marche,0,273.0
maison,140,pompe à chaleur,12,0,1,0,0,1,marche,0,1540.0
maison,92,pompe à chaleur,19,0,1,0,1,5,voiture,43,524.3199999999999
maison,122,electrique,8,1,1,0,0,6,voiture,144,1326.06
maison,139,electrique,17,1,0,1,0,6,voiture,36,725.4733333333334
appartement,61,pompe à chaleur,5,1,1,0,0,3,velo,146,272.96
appartement,57,gaz,13,0,1,0,1,3,marche,0,575.0
maison,145,pompe à chaleur,14,1,1,1,0,6,marche,0,277.5
maison,128,gaz,9,0,1,0,1,2,marche,0,1730.0
maison,55,pompe à chaleur,24,0,0,0,1,4,marche,0,235.0
appartement,107,electrique,23,0,0,1,1,5,marche,0,510.0
appartement,45,electrique,16,1,0,0,1,6,velo,153,245.61333333333334
maison,84,gaz,11,1,0,1,1,3,marche,0,805.0
maison,54,gaz,11,1,0,1,0,1,marche,0,1515.0
appartement,36,electrique,25,0,1,1,0,6,voiture,24,319.76
maison,81,pompe à chaleur,13,1,1,1,0,4,velo,198,305.23
appartement,60,gaz,5,1,1,1,0,3,voiture,96,1140.7066666666665
maison,55,pompe à chaleur,22,0,1,1,0,1,marche,0,820.0
maison,126,electrique,8,1,0,1,0,4,marche,0,663.75
appartement,101,electrique,5,0,0,1,1,6,velo,144,412.44
appartement,61,pompe à chaleur,9,0,1,0,0,3,marche,0,240.0
maison,68,electrique,14,0,0,1,1,1,voiture,189,2859.3599999999997
appartement,32,pompe à chaleur,5,1,1,0,0,3,velo,151,177.59333333333333
maison,98,pompe à chaleur,17,1,1,0,1,2,velo,90,695.9
maison,33,pompe à chaleur,7,0,0,0,1,3,voiture,10,245.73333333333335
maison,147,electrique,17,0,1,0,0,4,marche,0,782.5
maison,135,gaz,9,1,0,0,0,6,marche,0,581.6666666666666
appartement,137,electrique,6,0,0,0,0,5,velo,68,577.68
maison,140,pompe à chaleur,10,1,0,0,1,1,marche,0,1675.0
appartement,83,gaz,8,1,1,0,0,4,marche,0,550.0
appartement,111,pompe à chaleur,10,0,1,0,1,1,voiture,164,2403.36
appartement,123,pompe à chaleur,23,0,1,1,0,4,velo,186,425.86
appartement,141,pompe à chaleur,21,1,0,0,0,1,voiture,155,2612.2
appartement,86,pompe à chaleur,19,0,0,1,1,2,marche,0,615.0
appartement,72,gaz,15,0,0,0,0,4,velo,32,495.82
maison,125,electrique,18,0,1,0,0,1,velo,73,2718.98
maison,140,gaz,19,0,0,1,0,5,voiture,137,1598.88
appartement,122,gaz,18,1,0,1,1,6,voiture,103,1215.22
appartement,42,electrique,9,0,0,0,0,5,voiture,130,997.2
appartement,72,pompe à chaleur,10,1,0,1,1,1,marche,0,1025.0
appartement,72,gaz,25,1,1,1,1,2,velo,185,1185.6
maison,56,electrique,11,1,1,1,1,6,marche,0,242.5
maison,61,pompe à chaleur,16,0,1,0,0,3,marche,0,263.3333333333333
maison,37,gaz,11,1,0,0,0,1,voiture,197,2289.2799999999997
appartement,66,gaz,8,0,1,0,0,6,voiture,33,497.5866666666667
appartement,147,electrique,21,0,1,0,0,1,velo,114,3199.64
appartement,38,gaz,16,1,1,0,1,1,velo,134,1339.84
maison,83,gaz,5,0,1,0,0,3,marche,0,715.0
maison,107,pompe à chaleur,18,0,1,1,0,2,marche,0,650.0
maison,129,electrique,25,1,1,0,0,4,velo,131,752.81
maison,31,pompe à chaleur,9,1,1,0,0,6,marche,0,74.16666666666667
appartement,86,pompe à chaleur,22,0,0,1,1,5,marche,0,252.0
maison,83,gaz,25,0,1,1,1,2,velo,101,1288.76
appartement,132,pompe à chaleur,11,0,1,1,1,3,velo,95,568.0333333333334
appartement,91,electrique,10,0,1,0,0,3,marche,0,646.6666666666666
maison,46,pompe à chaleur,22,1,0,1,1,1,voiture,56,1234.44
maison,51,gaz,24,0,1,1,0,3,marche,0,521.6666666666666
maison,52,electrique,16,1,0,0,1,2,marche,0,687.5
appartement,39,gaz,9,1,0,0,1,2,velo,17,624.42
maison,44,pompe à chaleur,20,0,1,1,0,2,voiture,167,1387.08
maison,63,electrique,22,1,0,1,1,4,marche,0,421.25
maison,83,pompe à chaleur,25,0,1,0,0,1,voiture,104,1748.96
appartement,127,pompe à chaleur,21,0,1,1,0,4,velo,79,403.04
appartement,38,gaz,11,0,1,0,1,5,marche,0,246.0
appartement,116,pompe à chaleur,19,1,0,0,1,3,marche,0,508.3333333333333
appartement,139,electrique,14,1,0,1,1,4,marche,0,781.25
maison,79,gaz,12,0,1,1,0,4,marche,0,536.25
appartement,138,gaz,19,0,1,1,0,1,voiture,173,4769.52
maison,96,electrique,9,0,0,1,0,2,marche,0,1020.0
appartement,39,electrique,5,1,1,1,0,1,velo,200,957.0
maison,108,pompe à chaleur,10,0,1,0,1,6,voiture,61,605.64
maison,69,pompe à chaleur,17,1,1,0,0,5,velo,31,189.06
appartement,46,pompe à chaleur,12,1,0,0,1,6,velo,142,162.75333333333333
maison,98,pompe à chaleur,12,1,1,1,0,1,velo,96,1199.96
maison,99,pompe à chaleur,20,0,1,1,0,4,voiture,74,771.76
maison,39,pompe à chaleur,25,0,1,0,1,4,marche,0,202.5
maison,75,gaz,9,0,1,0,0,4,velo,146,534.21
maison,133,pompe à chaleur,23,1,0,0,1,4,velo,103,460.53
maison,142,pompe à chaleur,23,0,0,0,1,1,voiture,26,1962.24
appartement,112,pompe à chaleur,5,1,1,0,0,1,marche,0,1215.0
maison,61,pompe à chaleur,10,1,1,0,1,3,velo,16,305.8266666666667
appartement,57,electrique,21,0,1,0,1,2,voiture,37,990.88
appartement,101,gaz,6,1,0,1,0,5,marche,0,528.0
maison,132,electrique,22,0,0,0,0,3,velo,97,978.5533333333334
appartement,135,electrique,7,0,1,0,0,5,voiture,153,1512.72
appartement,134,pompe à chaleur,10,1,0,1,1,4,voiture,79,904.21
maison,126,gaz,22,0,1,0,0,3,voiture,142,2016.08
maison,122,electrique,10,0,1,1,1,5,marche,0,548.0
appartement,72,electrique,23,1,0,0,0,3,voiture,103,1207.72
appartement,130,gaz,25,0,1,0,1,2,velo,176,1880.76
appartement,35,gaz,19,1,0,1,1,4,voiture,67,735.5799999999999
maison,149,pompe à chaleur,24,0,0,0,1,1,voiture,16,1979.84
maison,99,electrique,5,0,0,0,1,5,marche,0,436.0
maison,94,pompe à chaleur,9,0,0,1,1,5,voiture,32,441.68
appartement,39,pompe à chaleur,10,0,1,0,1,6,marche,0,110.0
maison,34,electrique,11,1,1,1,1,3,voiture,150,1274.3333333333333
maison,73,gaz,13,1,1,1,0,5,marche,0,406.0
maison,135,electrique,5,0,0,0,1,3,marche,0,966.6666666666666
appartement,67,electrique,14,0,0,1,0,6,marche,0,251.66666666666666
appartement,150,electrique,7,1,1,1,0,5,marche,0,629.0
appartement,60,electrique,8,0,0,0,1,4,velo,132,391.82
maison,124,electrique,13,0,1,1,1,2,marche,0,1405.0
appartement,39,pompe à chaleur,13,0,1,1,1,3,velo,16,244.16
maison,111,electrique,6,0,1,1,0,5,velo,144,503.44
appartement,127,gaz,17,0,0,0,0,5,velo,39,679.14
appartement,58,pompe à chaleur,21,0,0,0,0,5,marche,0,158.0
appartement,132,pompe à chaleur,18,0,1,1,1,1,voiture,122,2461.2799999999997
appartement,95,pompe à chaleur,17,0,0,0,0,4,marche,0,280.0
maison,86,electrique,9,1,1,1,1,1,velo,127,2068.02
appartement,87,pompe à chaleur,8,1,0,1,1,1,marche,0,1155.0
appartement,47,electrique,8,1,1,1,1,6,voiture,73,663.02
appartement,112,pompe à chaleur,23,1,1,1,0,3,voiture,133,1304.92
maison,138,electrique,11,1,1,1,0,1,velo,72,2963.72
maison,56,gaz,16,1,0,0,1,5,marche,0,347.0
maison,87,gaz,7,1,0,0,0,4,marche,0,567.5
maison,98,pompe à chaleur,18,0,0,0,1,3,voiture,164,1460.0266666666666
appartement,117,gaz,6,1,0,0,0,5,marche,0,602.0
appartement,66,pompe à chaleur,6,1,1,1,0,3,marche,0,265.0
appartement,38,pompe à chaleur,11,0,1,1,1,4,voiture,22,309.78
appartement,104,pompe à chaleur,10,1,1,1,1,3,velo,15,458.9
maison,55,gaz,23,0,0,1,0,5,velo,18,331.68
maison,77,gaz,22,0,1,0,1,4,marche,0,578.75
appartement,86,electrique,7,0,1,1,1,5,voiture,41,653.84
maison,139,gaz,15,1,0,1,1,6,marche,0,638.3333333333334
appartement,119,pompe à chaleur,9,1,0,1,1,4,velo,14,374.89
maison,56,electrique,17,1,0,0,1,2,voiture,99,1350.26
appartement,41,gaz,11,0,0,0,0,2,velo,186,615.86
appartement,81,pompe à chaleur,12,0,1,1,1,4,marche,0,282.5
appartement,65,gaz,11,0,1,0,0,2,velo,126,910.26
maison,30,pompe à chaleur,21,1,1,1,0,6,velo,30,105.3
maison,53,gaz,25,1,0,0,1,6,marche,0,291.6666666666667
maison,147,electrique,6,0,0,0,1,3,voiture,120,1798.8
appartement,99,electrique,15,0,0,1,1,3,voiture,39,1013.36
maison,77,electrique,15,0,0,0,1,6,marche,0,306.6666666666667
appartement,61,pompe à chaleur,22,0,1,1,0,2,velo,198,491.48
appartement,141,electrique,24,1,0,1,1,3,marche,0,1088.3333333333333
appartement,80,gaz,12,0,1,1,0,4,marche,0,542.5
appartement,58,gaz,9,1,1,0,1,4,velo,55,448.05
maison,56,gaz,5,1,1,0,1,2,marche,0,822.5
maison,109,pompe à chaleur,17,1,0,0,1,2,velo,48,729.98
appartement,85,pompe à chaleur,24,1,0,0,0,4,marche,0,278.75
maison,123,gaz,17,1,0,0,0,3,velo,70,1108.2
appartement,131,pompe à chaleur,25,1,0,0,0,6,voiture,107,931.8466666666666
maison,99,electrique,11,0,0,0,0,5,marche,0,418.0
maison,70,gaz,18,1,1,0,0,3,voiture,35,876.7333333333333
maison,139,electrique,16,0,1,0,1,4,voiture,100,1401.5
appartement,63,pompe à chaleur,14,1,1,0,1,3,voiture,192,1519.7466666666667
maison,104,gaz,13,0,1,1,0,2,velo,82,1411.32
appartement,82,gaz,20,0,0,1,0,6,velo,112,409.12
appartement,91,gaz,16,0,1,0,1,1,voiture,117,3335.08
maison,105,gaz,5,1,1,1,1,4,voiture,94,1311.56
maison,87,gaz,17,1,0,0,1,5,voiture,113,1209.12
appartement,65,gaz,11,0,0,0,0,6,voiture,48,588.6866666666667
appartement,108,gaz,17,1,0,0,0,5,velo,92,602.92
appartement,149,electrique,22,1,1,0,1,3,voiture,122,1892.9466666666667
maison,78,gaz,9,0,0,0,0,4,velo,192,559.92
appartement,147,pompe à chaleur,20,0,0,1,0,4,velo,121,456.46
appartement,54,gaz,5,0,1,0,1,5,marche,0,314.0
maison,116,pompe à chaleur,18,0,1,0,1,3,marche,0,503.3333333333333
maison,55,electrique,16,1,1,0,0,6,velo,194,267.94
appartement,39,gaz,10,1,0,1,0,3,velo,42,387.5866666666667
appartement,148,gaz,15,1,1,0,0,2,voiture,113,2652.62
maison,113,pompe à chaleur,5,0,0,1,0,4,voiture,103,945.22
appartement,95,electrique,25,0,1,0,0,1,voiture,192,3368.08
appartement,99,gaz,25,1,0,1,0,6,velo,129,496.87333333333333
maison,98,pompe à chaleur,7,1,1,1,0,3,velo,191,424.65999999999997
appartement,94,gaz,10,1,1,1,0,6,voiture,177,1525.3133333333333
appartement,137,electrique,13,0,1,0,1,6,velo,144,544.1066666666667
appartement,108,pompe à chaleur,22,0,1,1,0,5,voiture,170,1330.8
maison,89,electrique,8,0,0,0,1,5,velo,75,421.5
appartement,53,electrique,24,1,1,1,0,4,marche,0,343.75
